"RANDOM STATE"
"0 0 -1727483681 422 0.0 false -567858581 -1936003440 -1084177921 -549419730 -816648242 738585415 -429402386 -804028696 1883936748 -1589286553 -1087403727 -1970391790 1787644734 -362150223 1966003930 -841912918 -1145986715 245065292 1223226064 -1749072342 1660063566 1250777771 -898967327 -1315329010 520611748 1733544011 1570383891 1878212473 -1011492999 1050209109 -382922095 -2047403089 1484743288 493154681 -1411190044 -1181383597 -1442485090 -82082041 585264110 517881267 798350535 -1297251341 1277650307 -595807693 -528077643 1753557721 -672396645 -1132061653 682650130 425986424 348294029 -1594669892 -1889124338 1285823445 1951958500 1284417772 -1461250501 144759039 1733240678 -2077122402 -375054711 757397841 -932324822 -1278698777 -522574597 -690104507 1788529098 594794198 1012317352 -1993758372 -1336608381 282014239 -541211941 -657761000 1140789772 -1986985157 473425763 1392899769 -1803767608 1359470735 1270173222 -963072468 -1090346308 636755482 -234325187 -1653406026 -678505936 1276349420 124959781 1988276877 -1051684143 -1233913952 709609846 998628460 1074629239 458572594 1061176928 1647838011 -461039538 -693015217 508646431 -1991806812 1138545694 -1790569573 1233277818 147044399 753892172 -975975855 53006127 1042681729 914247775 -1556316236 1456147369 -642358625 -432501141 -1996224266 -447352347 638466191 1291544626 257882992 -1919972163 371159921 1088299486 -234493679 1587895148 1745553285 410080454 521873590 -1812407943 637802217 -347799944 -2119640063 206895345 1141094207 794691597 -974031389 -761402353 1528688180 -1635537728 608716410 1522147827 1401412647 263181590 -2048017739 1789554838 2087013748 -1141000237 1371047201 -1516535340 -582181722 2051370156 -657223052 -637109592 -1154461113 -1813422593 2066238634 -1476381657 492134069 -360483955 -518377076 -22280046 585925593 331070466 -1948780020 -1119824820 -1581800036 1875819797 1789960965 -2024938999 1048297859 1994677298 -1927462241 -958214118 1770296488 799991128 76607322 193501656 229368514 1184688875 771521700 -1986587200 1940706362 1803454902 551752403 -721186216 61079235 889156995 -965249458 -1185517201 -973461210 1626834868 1631673193 -1144693465 -2046501904 617765647 -1673888062 -180733720 634205354 817105777 -790076582 26702967 1970741526 -1697115292 -1202695147 1444956198 -2084841096 850409828 46413503 -303097456 -1319915374 -1990674314 -1565761232 -1116235260 1088744195 -753573369 1845156160 -1683746333 -1265483289 -1409880051 2009027750 -447127078 -1847015576 1382112541 -1171202632 934635078 214341297 1559074772 -240501731 -943107842 -903906234 1663889723 -188555399 515688179 -1017005661 -518850944 678658795 -865056162 1233590738 1699758925 -1481390376 -584480099 -1358832261 1992525773 764299702 -350825675 1249434977 -1313548162 1643160391 -670889729 277251568 -1660690202 1563028779 27108842 -1970758092 -258777597 1048180569 -873961405 71225254 406369638 -669853354 -1741492538 -382733780 -228842056 -584735125 -665278156 -1522893402 -2144348285 1297423295 -1962509958 -1164202782 -1195853922 2043008150 62084612 -1829807240 1641757586 -209304372 -682700759 -1375434700 -19226104 1484405197 -563024248 1784145623 -1998041692 681593200 837616386 -1385251734 -438830545 2143902699 492488836 599880142 406427696 -655467423 -1065297828 1113990948 1989511044 1509116259 -212976232 2043252100 -854561476 -240029685 932935023 -666865859 300768843 156559301 -912587903 2005650784 485459881 -1991079678 1651580912 470789068 -26504945 1598395117 1063020055 -724170548 1274712609 235900671 152370936 -1886673687 1414856514 -1952612599 1693100432 465964860 -1804845271 731432054 -1782686315 -2034702621 398904394 -1575488483 -604519168 -1117560328 684730515 -1751140814 -868579428 1215570059 1905831125 1507033643 912506021 1229252743 -1585869938 1582255669 565927921 3993901 1956689490 -935707420 -591522404 1593746674 556162960 420106530 1373927851 -1259720116 -84640335 -304300937 822256437 -1896203356 -1240401210 1942251752 205512661 -1921317524 405684335 -1812905749 -1400526710 -1990541582 1601509804 -1550327445 -190292767 2071940845 1925761826 1067637516 -1070740020 -618608699 -442079135 1622442824 -1755464992 1506875091 827819954 -1831189003 -1854966080 -948670550 1246116717 1399199318 -327342845 66698327 -1490674844 -1094002977 2007860817 -637927060 1600325792 541469821 1353240176 -1576734343 1733878743 -2034596633 1005310845 -1504995268 1222004232 1127154604 311266907 111909523 345314697 -720355394 -1899199588 2027146740 -1414477710 -970380146 148666103 -240143693 396433436 1701006242 617689356 1630934134 -433971683 1640396239 2132801505 577244675 988061418 -807632959 -828330620 -236695040 -492785185 -1966080777 65300996 -1757966391 -539389730 1873286714 -714617199 -2089706903 -1542212070 1280148638 -1622053522 -239714475 1500088448 -1991014815 516759022 -1905578977 -271822962 300871004 633097333 960758880 1469390902 -1952462324 -1153659928 -1486658051 394559436 348156333 -515481393 -976707269 -1538841063 1112259596 -1681017942 -1270020254 -1867921559 1100849218 829059949 791824737 -1793273911 2116726905 723835568 62451249 -1774165901 -941418838 701211193 1307564969 1104870680 -620205660 -1250802372 725099961 -1097114142 -647999782 -1539112132 -798243483 1806731677 -1255377044 1379591156 1791356958 -1679901968 268340142 -153926000 865150407 1002124592 -399934799 -1066012260 -1441524766 -1621338208 1181738798 1726874471 -1694045799 1176702287 534943986 992223816 -738288934 -453854440 829056460 2024326570 631326818 1292154468 1997121407 -639872780 1282167692 -1694933410 -690180198 617755940 -1892330774 1543412132 767757061 -2060728708 806441090 952527102 2145244509 1873424108 409226802 534153859 1313358873 -719561832 13591393 1328469114 2097506192 -1842666525 580257865 1216421171 -1053502816 -2018530857 2125798249 2143647024 -1743625943 -1650846338 352304169 1172836251 -1295555394 -1075199349 -622783886 -1277209219 -570131071 1748307633 -192497199 -811476642 -190232538 1036201796 -1028513860 1563367692 -1086745032 -583937312 1667132243 -316899868 -204224714 -1810380215 -1856554220 560883772 -530483944 299093636 1326144228 -567641648 -1024796661 -1721019269 425000979 375440648 -1376453576 -816794408 -1185605737 893424397 1814306197 847819439 -1442399344 -2067317827 -419130605 676182503 -1799942409 685161943 -2078231811 -589427486 -1015853210 1567912824 -124200000 1997868620 5833311 1111869621 1860991992 -668171117 454950849 -1643474813 -2056015630 1048877666 382241502 1853356944 63843482 -454499445 -591797957 514605099 -1164660437 -1562513596 1960519690 -1975472874 -1306863759 -975987747 1751553411 -1710008266 -1770958797 -848186543 -230081297 -279139703 1973273444 1132730018 1590755119 -1466077144 1028616309 251377690 1917964176 -974157901 -1702350920 -1429038445 -1178158628 -1144637373 -828114541 -1293946882 780620677 -1541112547 -1839291567 128432160 -1083765241 104892679 -906048316 -1371888908 136006356 488543823 -459887695"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","auto-continue?","current-row","density","gone?","grid-size","initial-condition","input-initial-condition","input-rule","last-painted","mouse-was-down?","num-states","paint-brush","radius","rule-array","rule-lookup","rule-number","rule-source","rule-table-shown?"
"-64","64","-64","64","0","nobody","0","""NEITHER""","75","false","-11","25","false","64","""single cell""","""[0 1 0 1 1 0 0 1 0]""","""[2 1 0 2 0 2 1 0 0 2 0 2 0 1 0 2 1 0 1 0 2 2 1 2 1 1 1]""","nobody","false","3","0","1","[2 1 0 2 0 2 1 0 0 2 0 2 0 1 0 2 1 0 1 0 2 2 1 2 1 1 1]","[1 1 1 2 1 2 2 0 1 0 1 2 0 1 0 2 0 2 0 0 1 2 0 2 0 1 2]","6144003109021","""random""","false"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode"

"PATCHES"
"pxcor","pycor","pcolor","plabel","plabel-color","cell-state"
"-64","64","0","""""","9.9","0"
"-63","64","0","""""","9.9","0"
"-62","64","0","""""","9.9","0"
"-61","64","0","""""","9.9","0"
"-60","64","0","""""","9.9","0"
"-59","64","0","""""","9.9","0"
"-58","64","0","""""","9.9","0"
"-57","64","0","""""","9.9","0"
"-56","64","0","""""","9.9","0"
"-55","64","0","""""","9.9","0"
"-54","64","0","""""","9.9","0"
"-53","64","0","""""","9.9","0"
"-52","64","0","""""","9.9","0"
"-51","64","0","""""","9.9","0"
"-50","64","0","""""","9.9","0"
"-49","64","0","""""","9.9","0"
"-48","64","0","""""","9.9","0"
"-47","64","0","""""","9.9","0"
"-46","64","0","""""","9.9","0"
"-45","64","0","""""","9.9","0"
"-44","64","0","""""","9.9","0"
"-43","64","0","""""","9.9","0"
"-42","64","0","""""","9.9","0"
"-41","64","0","""""","9.9","0"
"-40","64","0","""""","9.9","0"
"-39","64","0","""""","9.9","0"
"-38","64","0","""""","9.9","0"
"-37","64","0","""""","9.9","0"
"-36","64","0","""""","9.9","0"
"-35","64","0","""""","9.9","0"
"-34","64","0","""""","9.9","0"
"-33","64","0","""""","9.9","0"
"-32","64","0","""""","9.9","0"
"-31","64","0","""""","9.9","0"
"-30","64","0","""""","9.9","0"
"-29","64","0","""""","9.9","0"
"-28","64","0","""""","9.9","0"
"-27","64","0","""""","9.9","0"
"-26","64","0","""""","9.9","0"
"-25","64","0","""""","9.9","0"
"-24","64","0","""""","9.9","0"
"-23","64","0","""""","9.9","0"
"-22","64","0","""""","9.9","0"
"-21","64","0","""""","9.9","0"
"-20","64","0","""""","9.9","0"
"-19","64","0","""""","9.9","0"
"-18","64","0","""""","9.9","0"
"-17","64","0","""""","9.9","0"
"-16","64","0","""""","9.9","0"
"-15","64","0","""""","9.9","0"
"-14","64","0","""""","9.9","0"
"-13","64","0","""""","9.9","0"
"-12","64","0","""""","9.9","0"
"-11","64","0","""""","9.9","0"
"-10","64","0","""""","9.9","0"
"-9","64","0","""""","9.9","0"
"-8","64","0","""""","9.9","0"
"-7","64","0","""""","9.9","0"
"-6","64","0","""""","9.9","0"
"-5","64","0","""""","9.9","0"
"-4","64","0","""""","9.9","0"
"-3","64","0","""""","9.9","0"
"-2","64","0","""""","9.9","0"
"-1","64","0","""""","9.9","0"
"0","64","105","""""","9.9","2"
"1","64","0","""""","9.9","0"
"2","64","0","""""","9.9","0"
"3","64","0","""""","9.9","0"
"4","64","0","""""","9.9","0"
"5","64","0","""""","9.9","0"
"6","64","0","""""","9.9","0"
"7","64","0","""""","9.9","0"
"8","64","0","""""","9.9","0"
"9","64","0","""""","9.9","0"
"10","64","0","""""","9.9","0"
"11","64","0","""""","9.9","0"
"12","64","0","""""","9.9","0"
"13","64","0","""""","9.9","0"
"14","64","0","""""","9.9","0"
"15","64","0","""""","9.9","0"
"16","64","0","""""","9.9","0"
"17","64","0","""""","9.9","0"
"18","64","0","""""","9.9","0"
"19","64","0","""""","9.9","0"
"20","64","0","""""","9.9","0"
"21","64","0","""""","9.9","0"
"22","64","0","""""","9.9","0"
"23","64","0","""""","9.9","0"
"24","64","0","""""","9.9","0"
"25","64","0","""""","9.9","0"
"26","64","0","""""","9.9","0"
"27","64","0","""""","9.9","0"
"28","64","0","""""","9.9","0"
"29","64","0","""""","9.9","0"
"30","64","0","""""","9.9","0"
"31","64","0","""""","9.9","0"
"32","64","0","""""","9.9","0"
"33","64","0","""""","9.9","0"
"34","64","0","""""","9.9","0"
"35","64","0","""""","9.9","0"
"36","64","0","""""","9.9","0"
"37","64","0","""""","9.9","0"
"38","64","0","""""","9.9","0"
"39","64","0","""""","9.9","0"
"40","64","0","""""","9.9","0"
"41","64","0","""""","9.9","0"
"42","64","0","""""","9.9","0"
"43","64","0","""""","9.9","0"
"44","64","0","""""","9.9","0"
"45","64","0","""""","9.9","0"
"46","64","0","""""","9.9","0"
"47","64","0","""""","9.9","0"
"48","64","0","""""","9.9","0"
"49","64","0","""""","9.9","0"
"50","64","0","""""","9.9","0"
"51","64","0","""""","9.9","0"
"52","64","0","""""","9.9","0"
"53","64","0","""""","9.9","0"
"54","64","0","""""","9.9","0"
"55","64","0","""""","9.9","0"
"56","64","0","""""","9.9","0"
"57","64","0","""""","9.9","0"
"58","64","0","""""","9.9","0"
"59","64","0","""""","9.9","0"
"60","64","0","""""","9.9","0"
"61","64","0","""""","9.9","0"
"62","64","0","""""","9.9","0"
"63","64","0","""""","9.9","0"
"64","64","0","""""","9.9","0"
"-64","63","25","""""","9.9","1"
"-63","63","25","""""","9.9","1"
"-62","63","25","""""","9.9","1"
"-61","63","25","""""","9.9","1"
"-60","63","25","""""","9.9","1"
"-59","63","25","""""","9.9","1"
"-58","63","25","""""","9.9","1"
"-57","63","25","""""","9.9","1"
"-56","63","25","""""","9.9","1"
"-55","63","25","""""","9.9","1"
"-54","63","25","""""","9.9","1"
"-53","63","25","""""","9.9","1"
"-52","63","25","""""","9.9","1"
"-51","63","25","""""","9.9","1"
"-50","63","25","""""","9.9","1"
"-49","63","25","""""","9.9","1"
"-48","63","25","""""","9.9","1"
"-47","63","25","""""","9.9","1"
"-46","63","25","""""","9.9","1"
"-45","63","25","""""","9.9","1"
"-44","63","25","""""","9.9","1"
"-43","63","25","""""","9.9","1"
"-42","63","25","""""","9.9","1"
"-41","63","25","""""","9.9","1"
"-40","63","25","""""","9.9","1"
"-39","63","25","""""","9.9","1"
"-38","63","25","""""","9.9","1"
"-37","63","25","""""","9.9","1"
"-36","63","25","""""","9.9","1"
"-35","63","25","""""","9.9","1"
"-34","63","25","""""","9.9","1"
"-33","63","25","""""","9.9","1"
"-32","63","25","""""","9.9","1"
"-31","63","25","""""","9.9","1"
"-30","63","25","""""","9.9","1"
"-29","63","25","""""","9.9","1"
"-28","63","25","""""","9.9","1"
"-27","63","25","""""","9.9","1"
"-26","63","25","""""","9.9","1"
"-25","63","25","""""","9.9","1"
"-24","63","25","""""","9.9","1"
"-23","63","25","""""","9.9","1"
"-22","63","25","""""","9.9","1"
"-21","63","25","""""","9.9","1"
"-20","63","25","""""","9.9","1"
"-19","63","25","""""","9.9","1"
"-18","63","25","""""","9.9","1"
"-17","63","25","""""","9.9","1"
"-16","63","25","""""","9.9","1"
"-15","63","25","""""","9.9","1"
"-14","63","25","""""","9.9","1"
"-13","63","25","""""","9.9","1"
"-12","63","25","""""","9.9","1"
"-11","63","25","""""","9.9","1"
"-10","63","25","""""","9.9","1"
"-9","63","25","""""","9.9","1"
"-8","63","25","""""","9.9","1"
"-7","63","25","""""","9.9","1"
"-6","63","25","""""","9.9","1"
"-5","63","25","""""","9.9","1"
"-4","63","25","""""","9.9","1"
"-3","63","25","""""","9.9","1"
"-2","63","25","""""","9.9","1"
"-1","63","25","""""","9.9","1"
"0","63","105","""""","9.9","2"
"1","63","0","""""","9.9","0"
"2","63","25","""""","9.9","1"
"3","63","25","""""","9.9","1"
"4","63","25","""""","9.9","1"
"5","63","25","""""","9.9","1"
"6","63","25","""""","9.9","1"
"7","63","25","""""","9.9","1"
"8","63","25","""""","9.9","1"
"9","63","25","""""","9.9","1"
"10","63","25","""""","9.9","1"
"11","63","25","""""","9.9","1"
"12","63","25","""""","9.9","1"
"13","63","25","""""","9.9","1"
"14","63","25","""""","9.9","1"
"15","63","25","""""","9.9","1"
"16","63","25","""""","9.9","1"
