"RANDOM STATE"
"0 0 -1727483681 28 0.0 false 2069294740 34320634 1150192469 1704981210 -1182596513 1828987317 787052298 1169425666 478294027 2009621390 -731847430 -1027052116 -1286407219 -139482510 -1168443622 34656726 -1803195237 -2125480595 922570791 -1169341027 1959880146 -1408738175 195720272 391217102 -2078562792 -1324910993 759665766 -1440322372 -510617358 -1087282524 -87981328 444510773 -1929201796 1833716093 -1631292053 -718961946 -1076682398 -283027352 -486437937 676823502 2127210793 2048513591 158443382 1835061473 -1334876607 -35034887 -390603342 -487846854 -1103731549 1727850142 1388205421 -699365075 1785834751 -1952077159 -1339121814 -185009695 2120227580 2017922654 -511114890 816452488 -146654591 1364285930 -1746122352 428522853 1919928524 -1307194404 124486970 -1908717284 -2137171186 -1399398074 -1578235295 -130226542 -626090474 1304298987 -716143724 -869582099 -301068291 1041656819 -1701127776 -1155203482 -1279547552 1991201077 881819485 -850238340 -1934347771 -1809891093 964277531 -1785653832 1596602532 562836714 -9904380 -644521095 -1387377451 460807910 1424883617 333449512 1760851163 1753168270 1610755654 199869204 214206862 1479701074 -1549421142 818691340 1873815014 -1758275099 1534385701 340905993 -33036502 625085651 960576845 1918511054 316125468 1885710006 -942505938 1055257685 -278302595 1232343844 108397753 -1969377720 1749444995 1866290053 -1432445815 992249196 851863546 -323122431 586556146 -631617659 1523311271 -1391862381 122883313 -2137895053 -1709179143 1773212192 1178933496 636205011 986989220 -1097153580 52721168 -1755929510 991458579 -1692334821 81590976 -1258880883 1914349494 -447483509 -1460507442 -468683843 1529012014 817536274 -1466215206 -1106974538 -648092683 -672332165 -923014603 670363611 688616208 578436235 -287311643 -804470929 1497314437 1418697861 1280778785 -2101880546 -1917182067 1379530835 -1555978630 -979257697 1259198732 1463810827 -74778353 -791703816 1602748580 574578273 506889540 1776605803 1586502186 -1080992948 -885876476 -1557673973 788576756 212411453 1262314593 -1398697567 1489057970 -1682993605 -451426406 -1383631712 1619734811 -710399111 -1960992459 788658762 1290734857 -78935327 -1122383757 1215085578 395294074 -1919652039 667165977 -94527905 266506120 608383658 2131356153 1532930838 553952272 -1772494746 1869332739 -98077182 -597277154 1181843001 -196454450 1699006185 1778322475 -2126728942 -896158404 523885786 -1824038635 -153638716 1225859073 1485667197 -1402716647 1253164758 1735700853 37644642 42573145 -1715166815 2139022122 1875093707 539937865 1125047265 1871714505 -2099698538 275316611 1040897561 1590366979 -1702050422 -185545653 -281103122 2146040315 235313522 -920286564 -1398007400 647916835 1341919780 -1300190258 1964418198 -1111339861 -888401183 -552315192 2024216040 2100270051 905994262 1272366853 -1369805572 -778091129 -126601600 297484384 -954470940 -1678225435 1239981006 298689301 -1239626589 -1296390837 168677130 57624189 -377402927 -1152886371 -1630664759 1092581787 944661752 -1916702880 -1760465199 -1596830709 924182274 -1208845065 -1059062382 -256501527 -741045270 379141411 -1854306070 882747200 -1542302662 -251284166 -363988561 1859713284 -137129142 -389139835 -1407451096 -1596458538 -819712099 -8968428 -1723991091 1053354019 733411421 -1117889330 227809765 383105553 1929837254 -1140796020 -1424343296 -1547899024 1266155966 1187483560 2025865724 -1712740744 1174938530 1775347903 -1158506769 670464250 -1920601770 -1107927937 -567944173 1564265897 1328502819 -1914232343 -1008256780 146773357 908111521 -2041739673 876244127 -305412707 -1802803100 -1209681552 87950258 -1215015579 -2073041590 -186868447 1295326456 341871659 -1977666833 -808954697 2032310815 -1549225187 601783473 1048454385 -1611744975 -380395166 2058572893 1897523582 -193099950 -1106553656 -2128700986 -297360189 -467310206 1522750727 71554923 -1531965771 813177624 1441439926 -635245294 -1624046453 1807505406 -36183313 1789549995 -1840693173 1348752090 -2009927487 456166674 -2066143969 1969650144 -1091123046 1282806222 1803953237 -1393523477 -46155206 -1465991667 -1723064117 1398890132 318945435 -74735509 -2070585900 -1183353032 1663125159 -1195940075 1237714215 -1464836506 513125634 1572153203 527646826 -555107035 793420991 118121528 654795090 1419775417 -2062264130 833137224 2050491491 1705945914 -1209048880 1825629417 1127994705 546557007 95551548 194146104 -401800146 1344418016 2032560381 577077898 -481589685 -48950339 -203745768 142476690 254232328 -241470879 -1548650373 501525328 556113081 -440541579 -1736191376 886082664 259578653 -962938780 -252540739 2018925318 -782547614 45804 408282767 986466090 712182547 -1303701261 -2125286909 2034113009 -957641569 87004717 1190404221 -1563788356 -2002101623 -718062281 -610901776 -627934427 203692377 -2002798259 -2013753295 1998365379 664443707 420625618 -1092576024 1232393883 1156760253 -1716740922 -1226206178 1710272094 402918675 -1707949458 16793507 -45400636 -111709814 1232110404 -1259455140 -484779783 1865856171 -255181574 1091752581 -1008083870 -2039628931 1364985130 -2010760631 -914948979 575095160 -1690731382 2051213166 -89730540 1418750067 -1426464177 210024467 -710533019 1277308992 -1434641729 1118425068 1459972053 24031222 258918019 741749341 1028780183 1772750205 -118833639 992721675 490476908 -1588160697 -199670664 711021802 391309736 -16998696 -1129161726 2106819240 54329893 47049789 2096805280 -2004429014 -844344180 1949440180 -740263707 -461381683 -201271269 1555886864 -1714197460 1285519001 -149342775 -664413528 -1096495575 -534707513 1709312793 -702176785 1156088454 -1017647151 1985456659 -519374042 349603499 -2098157392 651460201 572064468 1467564577 143335139 187624258 -1699456536 884099013 -1530640979 -1508284191 -870752841 -288014867 862128651 603150228 143749405 -778464764 -1602849635 -1872465927 -599853329 1050846464 -746232692 -143500034 -1285828594 2074649216 -1137549444 523518597 88187242 1171582923 -712326097 -954664023 2085702773 -3257066 1267616471 -805032924 -1050711279 219471441 108495338 -1463801702 -1199488514 -1864931259 1770577276 -1080061405 361055952 -1500455740 1661437013 1760584969 -2096132991 -473809993 -1732534183 1274680987 -698782168 1867755116 29253372 -1524921380 95217526 1475263502 1454702563 -998167862 -1013893484 -338393988 2069322389 -1474712422 2003653932 -1139268734 -1748365767 -567243191 -1006003327 666962590 1495084128 -1625650196 1107940716 1721274193 997909348 -1096637902 789229086 283553985 -1572746266 738970441 -3048052 -1369618971 -845011681 1425142937 1900843673 -752654609 864310855 1497635537 701216311 238757426 1709975861 1633470738 1407655112 1598328820 -817500992 481912567 1312813532 -588122437 1122562220 -1728557907 -554325720 1221715917 625191748 1455068507 -172092174 -283732158 -1024618157 -975287019 -2144094381 -423178178 -331947565 -1269733693 107999886 943257985 -1186169253 1595675906 1316253067 76357559"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","amount-grassland","automated-bugs-lose-energy?","automated-bugs-reproduce?","automated-bugs-wander?","bugs-color","bugs-energy-from-food","bugs-reproduce-energy","bugs-size","bugs-stride","competition-status","dead-bugs","dirt-color","grass-color","grass-growth-rate","include-clients-as-bugs?","initial-#-automated-bugs","invasive-color","length-competition","max-energy-of-any-bug","max-grass-energy","min-energy-of-any-bug","not-grown-back-color","offspring-bugs","old-player-vision","player-vision","show-labels-as","sprout-delay-time","time-remaining","x-interval-histogram","x-max-histogram","x-min-histogram"
"-12","12","-12","12","0","nobody","34","""DIRECTED""","75","100","false","false","true","115","4","100","1","0.2","""Running""","0","4","55","1","true","20","0","500","240","100","136","9.9","0","4","4","""player energy:name""","50","425","25","500","0"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","destination-patch","controlled-by-player?","owned-by","energy","user-id","dead?"
"0","115","313","-6.216652937719133","-3.7176894448943556","""bug""","""""","0","{breed bugs}","false","1","1","""up""","0","false","0","220",,
"1","115","303","1.1553350993767357","-5.369963839046227","""bug""","""""","0","{breed bugs}","false","1","1","""up""","0","false","0","192",,
"2","115","39","-7.293288358374147","10.544898785745843","""bug""","""""","0","{breed bugs}","false","1","1","""up""","0","false","0","224",,
"3","115","71","-8.432777161375855","1.3060313247291402","""bug""","""""","0","{breed bugs}","false","1","1","""up""","0","false","0","140",,
"4","115","14","-5.402940831746614","-1.5593944292873294","""bug""","""""","0","{breed bugs}","false","1","1","""up""","0","false","0","244",,
"5","115","155","-5.761151008715136","-8.277239219771575","""bug""","""""","0","{breed bugs}","false","1","1","""up""","0","false","0","192",,
"6","115","134","11.518318286869205","10.699155417387841","""bug""","""""","0","{breed bugs}","false","1","1","""up""","0","false","0","232",,
"7","115","40","-9.702821749745759","-10.489579798379344","""bug""","""""","0","{breed bugs}","false","1","1","""up""","0","false","0","212",,
"8","115","298","-0.4358401106747736","-3.978257036348171","""bug""","""""","0","{breed bugs}","false","1","1","""up""","0","false","0","220",,
"9","115","214","-2.313145195094424","10.260415001784303","""bug""","""""","0","{breed bugs}","false","1","1","""up""","0","false","0","180",,
"10","115","268","-2.053776856364216","4.218122098239313","""bug""","""""","0","{breed bugs}","false","1","1","""up""","0","false","0","184",,
"11","115","93","-6.219824147878171","-4.037889449701815","""bug""","""""","0","{breed bugs}","false","1","1","""up""","0","false","0","156",,
"12","115","328","12.366565226386665","1.1854542378153947","""bug""","""""","0","{breed bugs}","false","1","1","""up""","0","false","0","216",,
"13","115","98","-1.8646359765803386","-7.9705507707197265","""bug""","""""","0","{breed bugs}","false","1","1","""up""","0","false","0","204",,
"14","115","77","8.667326248050168","8.40358327296678","""bug""","""""","0","{breed bugs}","false","1","1","""up""","0","false","0","216",,
"15","115","340","0.18406334014644282","10.751441711676419","""bug""","""""","0","{breed bugs}","false","1","1","""up""","0","false","0","192",,
"16","115","319","5.4109529783263834","-7.513731923983038","""bug""","""""","0","{breed bugs}","false","1","1","""up""","0","false","0","232",,
"17","115","174","-1.5091594666956547","-4.788611137927796","""bug""","""""","0","{breed bugs}","false","1","1","""up""","0","false","0","192",,
"18","115","187","-1.4659533141631318","5.791052688100603","""bug""","""""","0","{breed bugs}","false","1","1","""up""","0","false","0","188",,
"19","115","141","2.603345276931678","-6.446011109667647","""bug""","""""","0","{breed bugs}","false","1","1","""up""","0","false","0","200",,
"20","135","204","6.525926185038836","-1.3462880945395006","""default""","""""","9.9","{breed players}","true","1","1","""up""","0",,,,"""Local 0""","false"
"21","124","204","6.525926185038836","-1.3462880945395006","""bug""","""184:Local 0""","0","{breed bugs}","false","1.4","1","""up""","0","true","""Local 0""","184",,
"22","65","345","-2.452396467140484","-9.436709826776655","""default""","""""","9.9","{breed players}","true","1","1","""up""","0",,,,"""Local 1""","false"
"23","124","345","-2.452396467140484","-9.436709826776655","""bug""","""236:Local 1""","0","{breed bugs}","false","1.4","1","""up""","0","true","""Local 1""","236",,
"24","75","335","11.605881282083903","6.944706857314927","""default""","""""","9.9","{breed players}","true","1","1","""up""","0",,,,"""Local 2""","false"
"25","124","335","11.605881282083903","6.944706857314927","""bug""","""168:Local 2""","0","{breed bugs}","false","1.4","1","""up""","0","true","""Local 2""","168",,
"26","95","311","1.139414440134022","-2.3695602159289226","""default""","""""","9.9","{breed players}","true","1","1","""up""","0",,,,"""Local 3""","false"
"27","124","311","1.139414440134022","-2.3695602159289226","""bug""","""188:Local 3""","0","{breed bugs}","false","1.4","1","""up""","0","true","""Local 3""","188",,
"28","35","39","5.818319218400805","6.057854462432598","""default""","""""","9.9","{breed players}","true","1","1","""up""","0",,,,"""Local 4""","false"
"29","124","39","5.818319218400805","6.057854462432598","""bug""","""156:Local 4""","0","{breed bugs}","false","1.4","1","""up""","0","true","""Local 4""","156",,
"30","125","94","-5.691082033772489","7.998898376581948","""default""","""""","9.9","{breed players}","true","1","1","""up""","0",,,,"""Local 5""","false"
"31","124","94","-5.691082033772489","7.998898376581948","""bug""","""172:Local 5""","0","{breed bugs}","false","1.4","1","""up""","0","true","""Local 5""","172",,
"32","115","297","3.943607571245014","7.027002806375565","""default""","""""","9.9","{breed players}","true","1","1","""up""","0",,,,"""Local 6""","false"
"33","124","297","3.943607571245014","7.027002806375565","""bug""","""180:Local 6""","0","{breed bugs}","false","1.4","1","""up""","0","true","""Local 6""","180",,

"PATCHES"
"pxcor","pycor","pcolor","plabel","plabel-color","fertile?","grass-energy","countdown"
"-12","12","55","""""","9.9","true","100","-75"
"-11","12","59.9","""""","9.9","true","2","36"
"-10","12","55.6","""""","9.9","true","88","-75"
"-9","12","55","""""","9.9","true","100","-75"
"-8","12","9.9","""""","9.9","true","0","11"
"-7","12","9.9","""""","9.9","true","0","15"
"-6","12","55","""""","9.9","true","100","-75"
"-5","12","9.9","""""","9.9","true","0","14"
"-4","12","9.9","""""","9.9","true","0","17"
"-3","12","9.9","""""","9.9","true","0","38"
"-2","12","9.9","""""","9.9","true","0","43"
"-1","12","9.9","""""","9.9","true","0","33"
"0","12","56.65","""""","9.9","true","67","-75"
"1","12","55","""""","9.9","true","100","-75"
"2","12","55","""""","9.9","true","100","-75"
"3","12","55","""""","9.9","true","100","-75"
"4","12","55","""""","9.9","true","100","-75"
"5","12","55","""""","9.9","true","100","-75"
"6","12","55","""""","9.9","true","100","-75"
"7","12","55","""""","9.9","true","100","-75"
"8","12","9.9","""""","9.9","true","0","33"
"9","12","9.9","""""","9.9","true","0","37"
"10","12","9.9","""""","9.9","true","0","5"
"11","12","55","""""","9.9","true","100","-75"
"12","12","55","""""","9.9","true","100","-75"
"-12","11","55","""""","9.9","true","100","-75"
"-11","11","9.9","""""","9.9","true","0","31"
"-10","11","55","""""","9.9","true","100","-75"
"-9","11","9.9","""""","9.9","true","0","5"
"-8","11","55","""""","9.9","true","100","-75"
"-7","11","55","""""","9.9","true","60","-75"
"-6","11","55","""""","9.9","true","100","-75"
"-5","11","55","""""","9.9","true","100","-75"
"-4","11","9.9","""""","9.9","true","0","22"
"-3","11","57.65","""""","9.9","true","47","-75"
"-2","11","9.9","""""","9.9","true","0","48"
"-1","11","9.9","""""","9.9","true","0","28"
"0","11","9.9","""""","9.9","true","0","50"
"1","11","9.9","""""","9.9","true","0","18"
"2","11","9.9","""""","9.9","true","0","14"
"3","11","55","""""","9.9","true","100","-75"
"4","11","55","""""","9.9","true","100","-75"
"5","11","55","""""","9.9","true","100","-75"
"6","11","55","""""","9.9","true","100","-75"
"7","11","55","""""","9.9","true","100","-75"
"8","11","55","""""","9.9","true","100","-75"
"9","11","9.9","""""","9.9","true","0","39"
"10","11","9.9","""""","9.9","true","0","44"
"11","11","9.9","""""","9.9","true","0","49"
"12","11","55","""""","9.9","true","60","-75"
"-12","10","55","""""","9.9","true","100","-75"
"-11","10","9.9","""""","9.9","true","0","26"
"-10","10","55","""""","9.9","true","100","-75"
"-9","10","59.9","""""","9.9","true","2","-1"
"-8","10","9.9","""""","9.9","true","0","48"
"-7","10","58.9","""""","9.9","true","22","-75"
"-6","10","55","""""","9.9","true","100","-75"
"-5","10","58.9","""""","9.9","true","22","-21"
"-4","10","55","""""","9.9","true","100","-75"
"-3","10","9.9","""""","9.9","true","0","29"
"-2","10","56.95","""""","9.9","true","21","-75"
"-1","10","55","""""","9.9","true","100","-75"
"0","10","9.9","""""","9.9","true","0","48"
"1","10","55","""""","9.9","true","100","-75"
"2","10","9.9","""""","9.9","true","0","11"
"3","10","9.9","""""","9.9","true","0","7"
"4","10","55","""""","9.9","true","100","-75"
"5","10","55","""""","9.9","true","100","-75"
"6","10","55","""""","9.9","true","100","-75"
"7","10","55","""""","9.9","true","100","-75"
"8","10","55","""""","9.9","true","100","-75"
"9","10","55","""""","9.9","true","100","-75"
"10","10","59.65","""""","9.9","true","7","-6"
"11","10","55","""""","9.9","true","100","-75"
"12","10","55","""""","9.9","true","100","-75"
"-12","9","9.9","""""","9.9","true","0","21"
"-11","9","59.2","""""","9.9","true","16","-15"
"-10","9","59","""""","9.9","true","20","-19"
"-9","9","59.65","""""","9.9","true","7","-6"
"-8","9","9.9","""""","9.9","true","0","44"
"-7","9","59.1","""""","9.9","true","18","-17"
"-6","9","59.3","""""","9.9","true","14","-13"
"-5","9","55","""""","9.9","true","100","-75"
"-4","9","55","""""","9.9","true","100","-75"
"-3","9","9.9","""""","9.9","true","0","34"
"-2","9","56.25","""""","9.9","true","75","-75"
"-1","9","55","""""","9.9","true","100","-75"
"0","9","55","""""","9.9","true","100","-75"
"1","9","9.9","""""","9.9","true","0","43"
"2","9","9.9","""""","9.9","true","0","18"
"3","9","9.9","""""","9.9","true","0","23"
"4","9","9.9","""""","9.9","true","0","28"
"5","9","9.9","""""","9.9","true","0","33"
"6","9","56.2","""""","9.9","true","76","-75"
"7","9","55","""""","9.9","true","100","-75"
"8","9","55","""""","9.9","true","100","-75"
"9","9","55","""""","9.9","true","100","-75"
"10","9","59.4","""""","9.9","true","12","-11"
"11","9","55","""""","9.9","true","100","-75"
"12","9","55","""""","9.9","true","100","-75"
"-12","8","9.9","""""","9.9","true","0","14"
"-11","8","55.8","""""","9.9","true","84","-75"
"-10","8","55","""""","9.9","true","100","-75"
"-9","8","59.35","""""","9.9","true","13","-12"
"-8","8","9.9","""""","9.9","true","0","40"
"-7","8","9.9","""""","9.9","true","0","45"
"-6","8","9.9","""""","9.9","true","0","50"
"-5","8","55","""""","9.9","true","100","-75"
"-4","8","55","""""","9.9","true","100","-75"
"-3","8","55","""""","9.9","true","100","-75"
"-2","8","9.9","""""","9.9","true","0","41"
"-1","8","9.9","""""","9.9","true","0","1"
"0","8","9.9","""""","9.9","true","0","33"
"1","8","9.9","""""","9.9","true","0","38"
"2","8","55","""""","9.9","true","100","-75"
"3","8","55","""""","9.9","true","100","-75"
"4","8","59.75","""""","9.9","true","5","-4"
"5","8","59.6","""""","9.9","true","8","-7"
"6","8","9.9","""""","9.9","true","0","38"
"7","8","9.9","""""","9.9","true","0","44"
"8","8","9.9","""""","9.9","true","0","49"
"9","8","55","""""","9.9","true","60","-75"
"10","8","55.6","""""","9.9","true","88","-75"
"11","8","59","""""","9.9","true","20","-19"
"12","8","9.9","""""","9.9","true","0","13"
"-12","7","59.8","""""","9.9","true","4","-3"
"-11","7","55","""""","9.9","true","100","-75"
"-10","7","59","""""","9.9","true","20","-19"
"-9","7","9.9","""""","9.9","true","0","32"
"-8","7","9.9","""""","9.9","true","0","38"
"-7","7","55","""""","9.9","true","100","-75"
"-6","7","59.8","""""","9.9","true","4","-3"
"-5","7","55","""""","9.9","true","100","-75"
"-4","7","55","""""","9.9","true","100","-75"
"-3","7","55","""""","9.9","true","100","-75"
"-2","7","9.9","""""","9.9","true","0","46"
"-1","7","55.8","""""","9.9","true","84","-75"
"0","7","9.9","""""","9.9","true","0","32"
"1","7","55","""""","9.9","true","100","-75"
"2","7","55","""""","9.9","true","100","-75"
"3","7","55","""""","9.9","true","100","-75"
"4","7","9.9","""""","9.9","true","0","50"
"5","7","9.9","""""","9.9","true","0","47"
"6","7","55","""""","9.9","true","100","-75"
"7","7","55","""""","9.9","true","100","-75"
"8","7","59.75","""""","9.9","true","5","-4"
"9","7","59.95","""""","9.9","true","1","0"
"10","7","55","""""","9.9","true","100","-75"
"11","7","57.3","""""","9.9","true","54","-75"
"12","7","9.9","""""","9.9","true","0","50"
"-12","6","9.9","""""","9.9","true","0","44"
"-11","6","56.4","""""","9.9","true","72","-75"
"-10","6","55.3","""""","9.9","true","94","-75"
"-9","6","9.9","""""","9.9","true","0","31"
"-8","6","55","""""","9.9","true","100","-75"
"-7","6","55","""""","9.9","true","100","-75"
"-6","6","55","""""","9.9","true","100","-75"
"-5","6","9.9","""""","9.9","true","0","2"
"-4","6","9.9","""""","9.9","true","0","7"
"-3","6","55.7","""""","9.9","true","86","-75"
"-2","6","9.9","""""","9.9","true","0","47"
"-1","6","9.9","""""","9.9","true","0","50"
"0","6","55","""""","9.9","true","100","-75"
"1","6","55","""""","9.9","true","100","-75"
"2","6","55","""""","9.9","true","100","-75"
"3","6","55","""""","9.9","true","100","-75"
"4","6","55","""""","9.9","true","100","-75"
"5","6","9.9","""""","9.9","true","0","45"
"6","6","9.9","""""","9.9","true","0","50"
"7","6","59.5","""""","9.9","true","10","-9"
"8","6","55","""""","9.9","true","100","-75"
"9","6","9.9","""""","9.9","true","0","3"
"10","6","9.9","""""","9.9","true","0","6"
"11","6","9.9","""""","9.9","true","0","2"
"12","6","9.9","""""","9.9","true","0","46"
"-12","5","55","""""","9.9","true","100","-75"
"-11","5","9.9","""""","9.9","true","0","37"
"-10","5","9.9","""""","9.9","true","0","32"
"-9","5","9.9","""""","9.9","true","0","25"
"-8","5","55","""""","9.9","true","100","-75"
"-7","5","55","""""","9.9","true","100","-75"
"-6","5","55","""""","9.9","true","100","-75"
"-5","5","55","""""","9.9","true","100","-75"
"-4","5","56.9","""""","9.9","true","62","-75"
"-3","5","9.9","""""","9.9","true","0","14"
"-2","5","9.9","""""","9.9","true","0","16"
"-1","5","55","""""","9.9","true","100","-75"
"0","5","55","""""","9.9","true","100","-75"
"1","5","55","""""","9.9","true","100","-75"
"2","5","55","""""","9.9","true","100","-75"
"3","5","55","""""","9.9","true","100","-75"
"4","5","55","""""","9.9","true","100","-75"
"5","5","9.9","""""","9.9","true","0","46"
"6","5","9.9","""""","9.9","true","0","7"
"7","5","9.9","""""","9.9","true","0","5"
"8","5","59.9","""""","9.9","true","2","-1"
"9","5","59.65","""""","9.9","true","7","-6"
"10","5","9.9","""""","9.9","true","0","11"
"11","5","9.9","""""","9.9","true","0","11"
"12","5","9.9","""""","9.9","true","0","7"
"-12","4","9.9","""""","9.9","true","0","12"
"-11","4","9.9","""""","9.9","true","0","17"
"-10","4","55","""""","9.9","true","100","-75"
"-9","4","9.9","""""","9.9","true","0","26"
"-8","4","9.9","""""","9.9","true","0","20"
"-7","4","9.9","""""","9.9","true","0","15"
"-6","4","9.9","""""","9.9","true","0","10"
"-5","4","55","""""","9.9","true","100","-75"
"-4","4","55","""""","9.9","true","100","-75"
"-3","4","55","""""","9.9","true","100","-75"
"-2","4","59.3","""""","9.9","true","-26","50"
"-1","4","9.9","""""","9.9","true","0","47"
"0","4","9.9","""""","9.9","true","0","41"
"1","4","9.9","""""","9.9","true","0","36"
"2","4","9.9","""""","9.9","true","0","31"
"3","4","9.9","""""","9.9","true","0","26"
"4","4","9.9","""""","9.9","true","0","21"
"5","4","9.9","""""","9.9","true","0","41"
"6","4","9.9","""""","9.9","true","0","11"
"7","4","55.3","""""","9.9","true","94","-75"
"8","4","59.05","""""","9.9","true","19","-18"
"9","4","55","""""","9.9","true","100","-75"
"10","4","9.9","""""","9.9","true","0","18"
"11","4","9.9","""""","9.9","true","0","19"
"12","4","55","""""","9.9","true","100","-75"
"-12","3","9.9","""""","9.9","true","0","27"
"-11","3","55","""""","9.9","true","100","-75"
"-10","3","55","""""","9.9","true","100","-75"
"-9","3","55","""""","9.9","true","100","-75"
"-8","3","9.9","""""","9.9","true","0","12"
"-7","3","55","""""","9.9","true","100","-75"
"-6","3","55","""""","9.9","true","100","-75"
"-5","3","9.9","""""","9.9","true","0","4"
"-4","3","55","""""","9.9","true","100","-75"
"-3","3","55","""""","9.9","true","100","-75"
"-2","3","55","""""","9.9","true","100","-75"
"-1","3","55","""""","9.9","true","100","-75"
"0","3","55","""""","9.9","true","100","-75"
"1","3","55","""""","9.9","true","100","-75"
"2","3","55","""""","9.9","true","100","-75"
"3","3","55","""""","9.9","true","100","-75"
"4","3","55","""""","9.9","true","100","-75"
"5","3","9.9","""""","9.9","true","0","36"
"6","3","55","""""","9.9","true","100","-75"
"7","3","55","""""","9.9","true","100","-75"
"8","3","58.85","""""","9.9","true","23","-22"
"9","3","9.9","""""","9.9","true","0","24"
"10","3","9.9","""""","9.9","true","0","23"
"11","3","59.95","""""","9.9","true","1","0"
"12","3","9.9","""""","9.9","true","0","25"
"-12","2","9.9","""""","9.9","true","0","32"
"-11","2","9.9","""""","9.9","true","0","33"
"-10","2","9.9","""""","9.9","true","0","12"
"-9","2","59.85","""""","9.9","true","3","6"
"-8","2","55","""""","9.9","true","100","-75"
"-7","2","55","""""","9.9","true","100","-75"
"-6","2","55","""""","9.9","true","100","-75"
"-5","2","55","""""","9.9","true","100","-75"
